"Clinic Name",Address,"Address 2",City,State,Zip,Phone
"Center of Reproductive Medicine (CORM)","1015 Medical Center Blvd.","Suite 2100",Webster,TX,77598,281-332-0073
"Center for Reproductive Medicine","991 Sibley Memorial Highway","Suite 100","St. Paul",MN,55118,
"Reproductive Medicine Associates of Connecticut","1290 Summer Street","Suite 3200",Stamford,CT,6905,877-411-0142
"Reproductive Medicine Associates of Connecticut","67 Sand Pit Road","Suite 300",Danbury,CT,6810,877-411-0142
"Shady Grove Fertility Center ","720 Aliceanna Street","Suite 300",Baltimore,MD,21201,"410-328-2304, 1-888-761-1"
"Shady Grove Fertility Center","203 Hospital Drive, Suite B100","Baltimore Washington Med. Ctr.","Glen Burnie",MD,21061,1-888-761-1967
"Shady Grove Fertility Center","12011 Lee Jackson Memorial Hwy.","Suite 302",Fairfax,VA,22033,"703-246-0500, 1-888-761-1"
"Delaware Valley Institute of Fertility & Genetics","6000 Sagamore Drive Suite 6102",,Marlton,NJ,8053,
"Atlanta Center for Reproductive Medicine","5909 Peachtree Dunwoody Rd","Suite 720",Atlanta,GA,30328,404-435-0797
"Brigham and Women's Hospital Center for R.M. - South Shore Hospital","1032 Main Street",,"South Weymouth",MA,2190,
"Reproductive Science Center of New Jersey","780 Route 37 West","Suite 150","Toms River",NJ,8755,732-918-2500
"InVia Fertility","1585 North Barrington Road","Doctors Building Two, Suite 406","Hoffman Estates",IL,60169,
"Brown Fertility","8149 Point Meadows Way","Building 2, Suite 2497",Jacksonville,FL,32256,904-302-8168
"New England Fertility Institute","9 Washington Avenue","2nd Floor",Hamden,CT,6518,203-248-2353
"New England Fertility Institute","4 Corporate Drive","Suite 286",Shelton,CT,6484,203-929-6428
"IVF Plano","6300 W. Parker Road #G28",,Plano,TX,75093,972-612-2500
"Center for Advanced Reproductive Medicine","1184 East 80 North",,"American Fork",UT,84003,
"Reproductive Fertility Center","16300 Sand Canyon Avenue","Suite 901",Irvine,CA,92618,949-453-8600
"Reproductive Fertility Center","723 S. Garfield Avenue","Suite 203",Alhambra,CA,91801,949-453-8600
"Reproductive Fertility Center","23525 Golden Springs Drive","Suite D","Diamond Bar",CA,91765,949-453-8600
"Reproductive Fertility Center","9448 Magnolia Avenue",#103,Riverside,CA,92503,949-453-8600
"Fertility C.A.R.E.","5931 Brick Court",,"Winter Park",FL,32792,407-672-1106
"Michigan Comprehensive Fertility Center","43900 Garfield","Suite 228","Clinton Township",MI,48038,
"Michigan Comprehensive Fertility Center"," 26850 Providence Parkway","Suite 420",Novi,MI,48374,866-544-1680
"Utah Center for Reproductive Medicine","675 Arapeen Drive","Suite 205","Salt Lake City",Utah,84108,801-581-3834
"Reproductive Medicine & Infertility Associates","3625 West 65th Street","Suite 200",Edina,MN,55435,651-222-6050
"J. Michael Putman, M.D.","3600 Gaston Avenue, Suite 502","Barnett Tower",Dallas,TX,75246,
"J. Clark Bundren Gynecology and Infertility","5555 East 71st Street","Suite 6220",Tulsa,OK,74136,
"Albrecht Women's Care ","9800 Pyramid Court ","Suite 310",Englewood,CO,80112,720-420-1570
"IRMS at Saint Barnabas","94 Old Short Hills Road","Suite 403, East Wing",Livingston,NJ,7039,973-322-8286
"IRMS at Saint Barnabas","609 Washington Street","2nd Floor",Hoboken,NJ,7040,201-963-7640
"IRMS at Saint Barnabas","100 Walnut Avenue","Suite 104",Clark,NJ,7066,732-943-7169
"The Center for Human Reproduction, North Shore-LIJ Health System","136-17 39th Avenue","Suite CF-E",Flushing,NY,11354,718-559-3699
"The Center for Human Reproduction, North Shore-LIJ Health System at Huntington Hospital","270 Park Avenue",,Huntington,NY,11743,631-351-2589
"The Center for Human Reproduction, North Shore-LIJ Health System at Forest Hills","68-60 Austin Street","Suite 402","Forest Hills",NY,11375,"718-830-BABY (2229)"
"Kofinas Fertility Institute - Staten Island","4855 Hylan Boulevard",,"Staten Island",NY,10312,718-356-4000
"California IVF Fertility Center","1550 Drew Avenue, Suite 100",,Davis,CA,95618,530-771-0177
"Tennessee Reproductive Medicine","6031 Shallowford Road, Suite 101",,Chattanooga,TN,37421,
"Austin Fertility Institute","2200 Park Bend Drive","Building 1, Suite 402",Austin,TX,78758,512-339-4234
"Gundersen Fertility Center","1900 South Ave",," La Crosse",WI,54601,
"Midwest Fertility Specialists","2514 E. Dupont Road","Suite 220","Fort Wayne",IN,46825,260-490-3456
"Midwest Fertility Specialists","395 Westfield Road","Suite D ",Noblesville,IN,46060,317-571-1637
"Midwest Fertility Specialists","101 West University Avenue",,Champaign,IL,61820,217-366-1255
"Troche Fertility Centers","17612 N 59th Avenue, Suite100",,Glendale,AZ,85308,
"Aimee Eyvazzadeh ","5401 Norris Canyon Rd."," Suite 106","San Ramon",CA,94583,925-277-0600
"Napa Valley Fertility Center","1175 Trancas Street",,Napa,CA,94558,
"Center for Advanced Reproductive Medicine ","10777 Nall Avenue"," Suite 200","Kansas City",KS,66212,913-588-2229
"Fertility and Endocrine Associates","4121 Dutchmans Lane","Suite 414",Louisville,KY,40207,502-897-2144
"RMA at Jefferson","735 Fitzwatertown Road","Suite 2","Willow Grove",PA,19090,855-RMA-PHIL
"Damien Fertility Partners- Freehold (Formerly East Coast IVF)","1001 West Main St.","Suite A",Freehold,NJ,7728,732-758-6511
"Atlanta Center for Reproductive Medicine","6470 E. Johns Crossing","Suite 200","Johns Creek",GA,30097,770-928-2276
"The Center for Human Reproduction, North Shore-LIJ Health System","1554 Northern Blvd.",,Manhasset,NY,11030,"516-390-9242 "
"Reproductive Medicine Institute","7258 South Chickasaw","Suite 310",Orlando,FL,32825,
"Carolina Center for Fertility","1410 Blanding Street",,Columbia,SC,29201,
"Rocky Mountain Fertility Center","9235 Crown Crest Bvld.","Suite 250",Parker,CO,80138,303-999-3877
"Rocky Mountain Fertility Center","677 Cathedral Drive","in the Office of Black Hills OB/","Rapid City",SD,57701,303-999-3877
"Women & Infants Center for Reproduction and Infertility","1050 Main Street",,"East Greenwich",RI,2818,"401-886-4200      "
"Women & Infants Center for Reproduction and Infertility","49 and 69 South County Commons W",,"South Kingstown",RI,2879,"401-782-6866      "
"Women & Infants Center for Reproduction and Infertility","2168 Diamond Hill Road",,Woonsocket,RI,2895,"401-767-2122      "
"Women & Infants Center for Reproduction and Infertility","119 Sachem Street",,Norwich,CT,6360,"860-885-1202 "
"Women and Infants Center for Reproduction and Infertility","2200 Gar Highway",#2,Swansea,MA,2777,"508-730-1010 "
"Women & Infants Center for Reproduction and Infertility","13 Sawyer Street",,Wareham,MA,2571,"(617) 636-0053"
"Women & Infants Center for Reproduction and Infertility","1 City Hall Plaza",,Melrose,MA,2176,617-636-0053
"Women & Infants Center for Reproduction and Infertility","373 New Boston Road",,"Fall River",MA,2720,"(508) 235-3500"
"Women & Infants Center for Reproduction and Infertility","800 Washington Street",,Boston,MA,2111,"(617) 636-0053"
"Women & Infants Center for Reproduction and Infertility","627 North Main Street",,Attleboro,MA,2703,"(617) 636-0053"
"Florida Fertility Institute","2454 McMullen Booth Road, #601",,Clearwater,FL,33759,
"New Hope Fertility Center","4 Columbus Circle",,"New York",NY,10019,212-517-7676
"Institute for Human Reproduction (IHR)","18 West 100 22nd Street","Suite 106","Oak Brook",IL,60181,630-916-8630
"Women & Infants Center for Reproduction and Infertility","680 Center Street",,Brockton,MA,2302,"(617) 636-0053"
"Advanced Reproductive Medicine, University of Colorado","4125 Briargate Parkway, Suite 35",,"Colorado Springs",CO,80920,1-888-990-2727
"The Fertility Institute of Hawaii","Hale Pawa'a","1401 South Beretania St, Ste 250",Honolulu,HI,96814,
"Society Hill Reproductive Medicine","822 Pine Street","Suite 4B",Philadelphia,PA,19107,215-829-8110
"Reproductive Gynecology Inc. - Canfield","6674 Tippecanoe Road ","Suite 3",Canfield,OH,44406,866-537-2461
"ReproMed Fertility Center","12606 Greenville Avenue","Suite 190",Dallas,TX,75243,"(214) 827-8777, 877-661-1"
"Cornell Center for Reproductive Medicine","1300 Franklin Avenue",,"Garden City",NY,11530,
"Cornell Center for Reproductive Medicine","657 Main Street",,"Mount Kisco",NY,10549,
"IVF Institute-Dallas","777 Forest Lane","Suite C-108",Dallas,TX,75230,972-566-6868
"Center for Reproductive Health","2246 Weber Road",,"Crest Hill",IL,60403,
"Servy Massey Fertility Institute","3193 Howell Mill Road, ","NW, Suite 214",Atlanta,GA,30327,
"The California Center for Reproductive Health","16550 Ventura Boulevard, Suite 4",,Encino,CA,91436,
"Chicago IVF","2020 Dean Street",,"St. Charles",IL,60174,
"Midwest Fertility Center","3714 West 26th Street",,Chicago,IL,60623,800-244-0212
"Midwest Fertility Center","3000 North Halsted Street",,Chicago,IL,60657,630-810-0212
"Midwest Fertility Center","9305 Calumet Avenue",,Munster,IN,46321,800-244-0212
"Midwest Fertility Center","1101 E. Glendale Blvd.",,Valparaiso,IN,46383,800-244-0212
"River View Fertility","90 Maiden Lane","Suite 300","New York",NY,10038,212-430-6009
"La Jolla IVF","9850 Genesee Avenue","Suite 610","La Jolla",CA,92037,858-558.2221
"Reproductive Biology Associates ","2701 Meredyth Drive",,Albany,GA,31707,"4042571773 "
"Oregon Reproductive Medicine","9555 SW Barnes Road","Suite 255",Portland,OR,97225,503-274-4994
"Oregon Reproductive Medicine","505 NE 87th Ave.","Suite 160",Vancouver,WA,98664,503-274-4994
"Oregon Reproductive Medicine","2450 NE Mary Rose Pl.","Suite 220",Bend,OR,97701,503-274-4994
"Reproductive Biology Associates","275 Collier Rd.","Suite 490",Atlanta,GA,30309,404-665-5722
"Cleveland Clinic Fertility Center","9500 Euclid Ave","A81 ",Cleveland,OH,44195,216-444-6601
"Cleveland Clinic - Avon","33100 Cleveland Clinic Blvd.",,Avon,OH,44011,440-695-4000
"Cleveland Clinic - Solon","29800 Bainbridge Road","2nd Floor",Solon,OH,44139,440-519-6960
"Cleveland Clinic - Strongsville","16761 SouthPark Center ",,Strongsville,OH,44136,440.878.2500
"Cleveland Clinic - Twinsburg","8701 Darrow Road",,Twinsburg,OH,44087,330-888-4000
"The Fertility Center of Orlando","7300 Sandlake Commons Blvd.","Suite 227",Orlando,FL,32819,407-345-9006
"Conceptions Reproductive Associates of Colorado","4500 E. 9th Avenue",#630,Denver,CO,80220,"303-720-7887    "
"The Fertility Center of Orlando","834 N. Alafaya Trail","Suite B-7",Orlando,FL,32826,407-345-9006
"Fertility & IVF Center of Miami","4308 Alton Road","Suite 760","Miami Beach",FL,33140,"954-437-2053, 3055964013 "
"Fertility & IVF Center of Miami","12600 Pembroke Road","Suite 306",Miramar,FL,33027,"866-IVF-BABY, 3055964013 "
"Advanced Center for Infertility","2708 Commerce Drive",,Harrisburg,PA,17110,
"Delaware Institute for Reproductive Medicine P.A.","556 South DuPont Boulevard","Suite H",Milford,DE,19963,302-424-6645
"Shady Grove Fertility Center","355 N 21st St, Ste301",,"Camp Hill",PA,17011,1-888-761-1967
"LA IVF","10309 Santa Monica Blvd",,"Los Angeles",CA,90025,
"Reproductive Medicine Associates of Connecticut","115 Technology Drive","Suite A203",Trumbull,CT,6611,203-880-5340
"Reproductive Medicine Associates of Connecticut","600 Westage Business Center Dr.",,Fishkill,NY,12524,8457908963
"University of Washington","1959 NE Pacific Street",,Seattle,WA,98195,
"Jarrett Fertility","1818 E. Windsor Road",,Urbana,IL,61801,217-255-9600
"Center for Advanced Reproductive Medicine & Fertility","123 North Union Avenue","Suite 102",Cranford,NJ,7016,908-998-3660
"Center for Advanced Reproductive Medicine & Fertility","666 Plainsboro Road","Building 100, Suite C",Plainsboro,NJ,8536,"609-297-4070, "
"HRC Fertility","500 Superior Avenue","Suite 210","Newport Beach",CA,92663,949-287-5600
"Reproductive Science Center of New Jersey","3131 Princeton Pike","Building 6, Suite 100",Lawrenceville,NJ,8648,609-895-1114
"Pacific Reproductive Center","10 Post",,Irvine,CA,92618,949-341-0100
"Pacific Reproductive Center","381 Corporate Terrace",,Corona,CA,92879,951-371-9200
"Pacific Reproductive Center","1141 N Brand Blvd","Suite 400",Glendale,CA,91202,818-844-2690
"Pacific Reproductive Center","2140 Grand Ave","Suite 230","Chino Hills",CA,91709,909-548-0810
"Pacific Reproductive Center","23101 Sherman Place, #304",,"West Hills",CA,91307,818-844-2690
"Pacific Reproductive Center","3609 Vista Way",,Oceanside,CA,92056,949-341-0100
"Main Line Fertility & Reproductive Medicine","11 Industrial Blvd","Suite 100",Paoli,PA,19301,610-993-8200
"Main Line Fertility & Reproductive Medicine","915 Old Fern Hill Road","Suite 101, Bldg B","West Chester",PA,19380,610-840-1500
"Reproductive Medicine Associates of New Jersey","Meridian Center 1","2 Industrial Way West, Suite 204",Eatontown,NJ,7724,732-935-1002
"Reproductive Medicine Associates of New Jersey","25 Rockwood Place","Suite 125",Englewood,NJ,7631,201-569-7773
"Reproductive Medicine Associates of New Jersey","100 Franklin Square Drive","Suite 200",Somerset,NJ,8873,732-537-0631
"Reproductive Medicine Associates of New Jersey","MAC II Women’s Center","11 Overlook Rd, Suite LL102",Summit,NJ,7902,"973-325-2229 "
"Reproductive Medicine Associates of New Jersey","475 Prospect Avenue","Suite 101","West Orange",NJ,7052,973-325-2229
"IRMS at Saint Barnabas","560 Springfield Ave","Suite 102",Westfield,NJ,7090,973-322-8286
"Houston Fertility Institute","251 Medical Center Blvd,","Suite 125",Webster,TX,77598,"281-554-5111  "
"Houston Fertility Institute","740 Hospital Drive","Suite 110",Beaumont,TX,77701,409-212-1636
"Reproductive Medicine Associates of Philadelphia","4700 Union Deposit Road","Suite 140",Harrisburg,PA,17111,855-RMA-PHIL
"RMA at Jefferson","833 Chestnut Street","Suite C 152 Upper Concourse ",Philadelphia,PA,19107,
"RMA at Jefferson","625 Clark Avenue","Suite 17B?","King of Prussia",PA,19406,
"RMA at Jefferson","320 Middletown Boulevard","Suite 303",Langhorne,PA,19047,267.852.0780
"Abington Reproductive Medicine-Doylestown","599 W. State Street","Suite 211",Doylestown,PA,18901,215-887-2010
"Abington Reproductive Medicine-Langhorne","360 Middletown Blvd","Suite 400",Langhorne,PA,19047,215-887-2010
"Abington Reproductive Medicine-Lansdale","1690 Sumneytown Pike","Suite 190",Lansdale,PA,19446,215-887-2010
"Abington Reproductive Medicine-Paoli","250 West Lancaster Pike","Suite 260",Paoli,PA,19301,215-887-2010
"Lancaster Fertility","1059 Columbia Avenue",,Lancaster,PA,17603,717-517-8504
"Colorado Center for Reproductive Medicine","Avista Two Medical Plaza","Suite 240",Louisville,CO,80027,"(303) 788-8300"
"Reproductive Medicine Associates of New Jersey","140 Allen Road",,"Basking Ridge",NJ,7920,908-604-7800
"Center for Women's Reproductive Care at Columbia University","516 Route 303","Suite 4",Orangeburg,NY,10962,646-872-1322
"American Health Network","145 E Virginia Street","Suite 5000A",Evansville,IN,47715,317-580-4493
"Fertility Centers of Arizona","8901 E. Mountain View Rd","Suite 201",Scottsdale,AZ,85258,480-398-3864
"IVF Phoenix","9817 N 95th Street","Bldg. I, Suite 105",Scottsdale,AZ,85258,
"Fertility Centers of Arizona","10238 E. Hampton Ave","Suite 212",Mesa,AZ,85209,480-398-3864
"Long Island IVF- Brooklyn","1725 East 12th Street"," Suite 401",Brooklyn,NY,11229," 718-375-6400"
"Long Island IVF- Lake Success","2001 Marcus Avenue","Suite N213","Lake Success",NY,11042,516-358-6363
"Long Island IVF-Stony Brook","2500 Nesconset Highway (Rte 347)","Building 19A","Stony Brook",NY,11790,631-331-7575
"Long Island IVF- West Islip","500 Montauk Highway","Suite A","West Islip",NY,11795,631-661-5437
"Long Island IVF-East Patchogue","100 Hospital Road","Suite 202","East Patchogue",NY,11772,631-687-2229
"Damien Fertility Partners (Formerly East Coast IVF)","655 Shrewsbury Avenue",,Shrewsbury,NJ,7702,
"Damien Fertility Partners- Brick (Formerly East Coast IVF)","35 Beaverson Blvd.",,Brick,NJ,8723,
"Damien Fertility Partners- Jersey City (Formerly East Coast IVF)","377 Jersey Avenue",,"Jersey City",NJ,7302,
"Atlantic Reproductive Medicine Specialists","10208 Cerny Street","Suite 306",Raleigh,NC,27617,
"North Carolina Center for Reproductive Medicine","1517 North Church Street",,Greensboro,NC,27405,800-933-7202
"IVFMD/ South Florida Institute for Reproductive Medicine- Kendall","15955 SW 96 Street","Suite 305",Miami,FL,33196,"877-934-1734 "
"IVFMD/South Florida Institute for Reproductive Medicine","9960 Central Park Blvd","Suite 275","Boca Raton",FL,33428,"877 934-1735"
"Fertility Partnership","5401 Veteran’s Memorial Parkway",,"St. Peter's",MO,63376,636-441-7770
"Diamond Institute for Infertility","30 Hatfield Lane","Suite 105",Goshen,NY,10924,845-291-1111
"American Health Network","1300 W. Jefferson ","St. #C",Franklin,IN,46131,317-580-4493
"Brown Fertility","70 West Gore St","Suite 202",Orlando,Florida,32806,407-583-6343
"Brown Fertility","1405 Centerville Rd","Suite 4200",Tallahassee,Florida,32308,800-750-8823
"American Reproductive Centers","1640 Newport Blvd","Ste 460","Costa Mesa",CA,92627,"949-309-3330 "
"Rancho Mirage Fertility Center","1199 North Indian Canyon Road",,"Palm Springs",CA,92262,760-346-4334
"Neway Fertility","115 East 57th Street","Suite 500","New York",NY,10022,"212-750-3330 ext. 170"
"RMA of Central Pennsylvania at PinnacleHealth","2025 Technology Parkway","Suite 211",Mechanicsburg,PA,17050,
"Poma Fertility","12039 NE 128th St"," Suite 110",Kirkland,WA,98034,425.822.7662
"Reproductive Medicine Associates of New York- Brooklyn","26 Court Street","Suite 2710",Brooklyn,NY,11242," (718) 532-8700"
"Reproductive Medicine Associates of New York- Cornwall","21 Laurel Avenue ",,Cornwall,NY,12518,"(914) 997-6200"
"Pacific In Vitro Fertilization Institute","1319 Punahou Street","Suite 980",Honolulu,HI,96826,808-946-2226
"Fertility C.A.R.E.","1148 Celebration Blvd.",,Celebration,FL,34747,407-672-1106
"Boston IVF at The Women's Hospital","4199 Gateway Blvd","Suite 2600",Newburgh,IN,47630,812-842-4530
"Reproductive Partners Medical Group- Fresno","7014 North Whitney Avenue",,Fresno,CA,93720,559.221.7014
"Pacific Reproductive Center","71780 San Jacinto Dr",,"Rancho Mirage",CA,92270,"(800) 405-6186"
"University Hospitals Fertility Center- Cleveland","11100 Euclid Avenue",,Cleveland,OH,44106,216-844-3911
"University Hospitals Fertility Center-Westlake","2055 Crocker Rd","Suite 206",Westlake,OH,44145,440-808-5100
"Bellingham IVF and Fertility Care","2980 Squalicum Parkway","Suite 103",Bellingham,WA,98225,"(360) 715-8124"
"Arizona Reproductive Institute","1775 East Skyline Drive","Suite 175",Tucson,AZ,85718,
"IRMS at Saint Barnabas","375 US Highway 130","Suite 104","East Windsor",NJ,8520,"(609) 448-4300"
"Abington Reproductive Medicine- East Norriton","559 West Germantown Pike","Suite 270","East Norriton",PA,19403,215-887-2010
"Life IVF Center","3500 Barranca Pkwy",#300,Irvine,CA,92606,949-788-1133
"BOSTON IVF - THE ARIZONA CENTER","8901 E. Mountain View Road",,Scottsdale,AZ,85258,
"Fertility Specialists of Texas-Frisco","5757 Warren Parkway","Suite 300",Frisco,TX,75034,214-618-2044
"Fertility Specialists of Texas-Grapevine","1601 Lancaster Drive","Suite 160",Grapevine,TX,76051,817-251-3553
"HRC Fertility ","8112 Milliken Avenue","Suite 101-1","Rancho Cucamonga",CA,91730,"(909) 941-1120"
"The Fertility Center of Chattanooga- Knoxville","10413 Kingston Pike, Ste. 201",,Knoxville,TN,37922,865-692-3433
"Pacific Fertility Center of Los Angeles-Glendale","1808 Verdugo Blvd, Suite 319",,Glendale,CA,91208,"(818) 952-0328"
"Huntsville Reproductive Medicine, P.C.","20 Hughes Road","Suite 203",Madison,AL,35758,
"John Nels Anderson, MD","265 N. Binkley St",,Soldotna,AK,99669,
"California Center for Reproductive Medicine","477 N El Camino Real",,Encinitas,CA,92024,
"The Fertility Institutes-Los Angeles, New York, Guadalajara","16030 Ventura Blvd","Suite 404",Encino,CA,91436,
"Xpert Fertility Care of California","11180 Warner Ave","Suite 465","Fountain Valley",CA,92708,
"Care Fertility","1500 E. Chevy Chase Drive","Suite #450",Glendale,CA,91206,
"Lane Fertility Institute","101 Rowland Way",,Novato,CA,94945,
"Bay In Vitro Fertilization Center","1681 El Camino Real",,"Palo Alto",CA,94306,
"NTC Infertility Clinic","2051 Cushing Rd","Bldg 624","San Diego",CA,92106,
"Santa Barbara Fertility Center","536 E. Arrellaga St","Suite 201","Santa Barbara",CA,93103,
"Santa Monica Fertility","2825 Santa Monica Boulevard","Suite 100","Santa Monica",CA,90404,
"University Fertility Center","23550 Hawthorne Boulevard","Suite 210",Torrance,CA,90505,
"Park Avenue Fertility and Reproductive Medicine","5520 Park Avenue","Suite 103",Trumbull,CT,6611,
"Infertility and Reproductive Medicine of South Broward","9900 Stirling Rd","Suite 300","Cooper City",FL,33024,954-432-2228
"Center for Natural IVF","600 Heritage Drive","Suite 200",Jupiter,FL,33458,
"Viera Fertility Center","3160 Alzante Circle",,Melbourne,FL,32940,
"Palmetto Fertility Center of South Florida","7100 W. 20th Ave","Suite 205","Miami Lakes",FL,33016,
"Fertility Center of Assisted Reproduction & Endocrinology","5931 Brick Ct",,"Winter Park",FL,32792,
"Columbus Center for Reproductive Endocrinology and Infertility","2323 Whittlesey Rd",,Columbus,GA,31909,
"Advanced Reproductive Medicine & Gynecology of Hawaii","1401 South Beretania St","Suite 250",Honolulu,HI,96814,
"IVF Hawaii","1329 Lusitana St","Suite 607",Honolulu,HI,96813,
"Martin S. Balin, M.D., Ph.D.,","2825 N. Halsted St",,Chicago,IL,60657,
"Women's Health Consultants","1725 W. Harrison St","Suite 408E",Chicago,IL,60612,
"Chicago Infertility Associates","1515 W. Lake St","Suite 208","Hanover Park",IL,60133,
"The Advanced IVF Institute","120 Osler Dr","Suite 100",Naperville,IL,60540,
"Daniel Rostein, M.D.","2208 Midwest Road","Suite 102","Oak Brook",IL,60523,
"Southern Illinois University School of Medicine Fertility and IVF Center","751 N. Rutledge St","Suite 0100",Springfield,IL,62702,
"Community Reproductive Endocrinology","7250 Clearvista Dr","Suite 365",Indianapolis,IN,46256,
"University of Iowa Hospitals and Clinics Center for Advanced Reproductive Care","Pomerantz Family Pavilion","200 Hawkins Dr","Iowa City",IA,52242,
"The Center for Reproductive Medicine","9300 E. 29th St North","Suite 102",Wichita,KS,67226,
"University of Kentucky","125 E. Maxwell St","Suite 140",Lexington,KY,40508,
"Center for ART at Union Memorial Hospital","201 E. University Pkwy","Suite 464",Baltimore,MD,21218,
"Endrika Hinton, M.D.","10751 Falls Rd","Suite 302",Lutherville,MD,21093,
"Massachusetts General Hospital Fertility Center","32 Fruit St","Yawkey 10A",Boston,MA,2114,
"REI Division at Tufts Medical Center","North Building, Mezzanine Level","800 Washington St",Boston,MA,2111,
"Fertility Solutions","45 Stergis Way ",,Dedham,MA,2026,
"Advanced Reproductive Medicine and Surgery","4190 Telegraph Rd","Suite 1500","Bloomfield Hills",MI,48302,
"Mississippi Fertility Institute","2925 Layfair Drive",,Flowood,MS,39232,
"Center for Reproductive Medicine and Fertility","500 N. Keene St","Suite 203",Columbia,MO,65201,
"Billings Clinic","801 N. 29th Street ",,Billings,MT,59107,
"Douglas S. Rabin, M.D.","33-00 Broadway","Suite 303","Fair Lawn",NJ,7410,
"The New York Fertility Center","42-31 Colden St","Suite 202",Flushing,NY,11355,
"Rochester Fertility Care","1561 Long Pond Rd","Suite 410",Rochester,NY,14626,
"University IVF","725 Irving Avenue","Suite 600",Syracuse,NY,13210,
"Womack Army Medical Center REI Clinic","Building 4-2817 Reilly Road",,"Fort Bragg",NC,28308,
"Wright State Physicians Women's Health Care","One Wyoming St ",4130,Dayton,OH,45409,
"Deaconess Center for Reproductive Health","5401 N. Portland Ave. ","Suite 510","Oklahoma City",OK,73112,
"OU Physicians Reproductive Medicine","1000 N. Lincoln Blvd","Suite 300","Oklahoma City",OK,73104,
"Fertility Center of Oregon","590 Country Club Pkwy","Suite A",Eugene,OR,97401,
"University Fertility Consultants","3303 S.W. Bond Ave","10th Floor","Portland ",OR,97239,
"Jefferson IVF","834 Chestnut St","Suite 300",Philadelphia,PA,19107,
"Quillen Fertility and Women's Services","110 Corporate Dr","Suite 140","Johnson City",TN,37604,
"Fertility Associates of Memphis","80 Humphreys Center","Suite 307",Memphis,TN,38120,
"Austin Fertility and Reproductive Medicine-Westlake IVF","300 Beardsley Ln, Bldg B","Ste 200",Austin,TX,78746,
"Fertility and Advanced Reproductive Medicine","1801 Inwood Rd","6th Floor",Dallas,TX,75390,
"Fertility Center of Dallas","3900 Junius Street","Suite 610",Dallas,TX,75390,
"Frisco Institute for Reproductive Medicine","8380 Warren Pkwy","Suite 201",Frisco,TX,75034,
"Center for Fertility and Reproductive Surgery","3502 9th St","Suite G10",Lubbock,TX,79415,
"Reproductive Institute of South Texas","110 E. Savannah","Bldg B, Suite 103",McAllen,TX,78503,
"Perinatal and Fertility Specialists","502 Madison Oak Dr","Suite 210","San Antonio",TX,78258,
"Scott & White Healthcare","2401 S. 31st St.",,Temple,TX,76508,
"Utah Fertility Center","1988 West 930 North","Suite B","Pleasant Grove",UT,84062,
"University Center for Advanced Reproductive Medicine","9000 Stony Point Pkwy",,Richmond,VA,23235,
"Francisco M. Irianni, M.D.","1820 W. Plaza Dr",,Winchester,VA,22601,
"Washington Center for Reproductive Medicine","1370 116th Ave N.E.","Suite 100",Bellevue,WA,98004,
"Cabell Huntington Hospital - Center for Advanced Reproductive Medicine","1340 Hal Greer Blvd",,Huntington,WV,25701,
"Pedro J. Beauchamp, MD","100 Paseo San Pablo","Suite 503",Bayamon,PR,959,
" Clinica de Fertilidad HIMA-San Pablo","Ave Muñoz Rivera, A-1","Suite 303",Caguas,PR,726,
GREFI,"1519 Ave Ponce de Leon","Suite 705",Santurce,PR,910,
"Davies Fertility & IVF Specialists, S.C.","2601 Compass Road, Suite 115",,Glenview,IL,60026,
"Houston Fertility Institute - Cypress Location","21216 Northwest Fwy",,Cypress,TX,77429,"713-796-1434 "
"CNY Fertility Center- Albany","38A Old Sparrowbush Road",,Latham,NY,12110,518.690.0700
"CNY Fertility Center-Rochester","2244 East Avenue",,Rochester,NY,14610,"(585) 244-1280 "
"Richmond Fertility Center","7603 Forest Avenue",,Richmond,VA,23229,804-285-9700
"Richmond Fertility Center - Fredericksberg","1300 Hospital Dr, Suite 200","Women's Service Building","Fredericksberg ",VA,22405,804-285-9700
"Palo Alto Medical Foundation Fertility Physicians of Northern California ","3200 Kearney Street",,Fremont,CA,94538,510-498-2982
"The Follas Center for Reproductive Medicine","9660 East 146th Street","Suite 400",Noblesville,IN,46060,317-774-1200
"Northern California Fertility Medical Center-Sacramento","1111 Exposition Blvd, #200",,Sacramento,CA,95815,916-773-2229
"Genesis Fertility & Reproductive Medicine","808 8th Avenue",,Brooklyn,NY,11215,718-283-8600
"Genesis Fertility & Reproductive Medicine","447 Atlantic Ave, 2nd Fl",,Brooklyn,NY,11217,718-283-8600
"Genesis Fertility & Reproductive Medicine-Staten Island","1855 Richmond Avenue",,"Staten Island",NY,10314,718-283-8600
"Genesis Fertility & Reproductive Medicine-Hewlett","1175 West Broadway, Ste 24",,Hewlett,NY,11557,516-216-4220
"Palo Alto Medical Foundation Fertility Physicians of Northern California "," 540 University Ave ",,"Palo Alto ",CA,94301,800-597-2234
"Utah Fertility Partners- an affiliate of California Fertility Partners","2435 West 450 South, Ste 103",,"Pleasant Grove",UT,84062,801-756-4313
"Shady Grove Fertility Center","555 City Ave, Ste 1170",,"Bala Cynwyd",PA,19004,610-667-1070
"Shady Grove Fertility Center","945 Chesterbrook Blvd",,Chesterbrook,PA,19087,610-981-6000
"Shady Grove Fertility Center","1210 Broadcasting Rd. Ste 101",,Reading,PA,19610,610-376-1229
